"","id","ano","mes","aisp","homicidios","lesao_morte","latrocinio","tent_homicidio","estupro","roubo_onibus","roubo_veiculos","furto_veiculos","uso_porte_drogas","date"
"751",751,2017,11,"AISP 11 - Tancredo Neves ",9,0,0,4,12,35,49,15,4,2017-11-15
"752",752,2017,11,"AISP 13 - Cajazeiras ",11,0,1,2,1,6,21,6,15,2017-11-15
"753",753,2017,12,"AISP 06 - Brotas ",9,0,0,1,0,15,29,5,7,2017-12-15
"754",754,2017,12,"AISP 07 - Rio Vermelho ",2,0,0,2,3,22,15,3,8,2017-12-15
"755",755,2017,12,"AISP 09 - Boca do Rio ",4,0,0,0,1,3,25,9,16,2017-12-15
"756",756,2017,12,"AISP 12 - Itapuã ",11,1,0,1,6,9,52,11,2,2017-12-15
"757",757,2017,12,"AISP 14 - Barra ",1,0,0,0,1,0,8,5,9,2017-12-15
"758",758,2017,12,"AISP 15 - Nordeste ",2,0,0,1,0,1,1,1,7,2017-12-15
"759",759,2017,12,"AISP 16 - Pituba ",0,0,0,0,0,11,22,3,6,2017-12-15
"760",760,2017,12,"AISP 01 - Barris ",5,0,0,3,1,13,16,16,20,2017-12-15
"761",761,2017,12,"AISP 02 - Liberdade ",9,0,0,2,1,4,47,7,1,2017-12-15
"762",762,2017,12,"AISP 03 - Bonfim ",10,0,0,3,2,13,25,15,6,2017-12-15
"763",763,2017,12,"AISP 04 - São Caetano ",9,0,0,2,4,15,46,8,2,2017-12-15
"764",764,2017,12,"AISP 05 - Periperi ",23,0,0,4,3,19,29,5,5,2017-12-15
"765",765,2017,12,"AISP 08 - CIA ",5,0,0,0,1,3,8,0,5,2017-12-15
"766",766,2017,12,"AISP 10 - Pau da Lima ",15,0,0,6,4,3,31,11,1,2017-12-15
"767",767,2017,12,"AISP 11 - Tancredo Neves ",13,0,0,2,6,22,39,11,12,2017-12-15
"768",768,2017,12,"AISP 13 - Cajazeiras ",7,0,0,2,2,7,40,1,4,2017-12-15
"769",769,2018,1,"AISP 06 - Brotas ",9,0,0,4,0,11,38,3,5,2018-01-15
"770",770,2018,1,"AISP 07 - Rio Vermelho ",1,0,0,3,1,6,20,6,9,2018-01-15
"771",771,2018,1,"AISP 09 - Boca do Rio ",3,0,0,1,3,6,37,13,6,2018-01-15
"772",772,2018,1,"AISP 12 - Itapuã ",4,0,0,1,2,4,42,22,3,2018-01-15
"773",773,2018,1,"AISP 14 - Barra ",0,0,0,0,0,2,5,1,7,2018-01-15
"774",774,2018,1,"AISP 15 - Nordeste ",3,0,0,0,2,3,2,1,4,2018-01-15
"775",775,2018,1,"AISP 16 - Pituba ",1,0,0,0,0,7,21,6,8,2018-01-15
"776",776,2018,1,"AISP 01 - Barris ",5,0,0,5,2,2,15,3,20,2018-01-15
"777",777,2018,1,"AISP 02 - Liberdade ",12,0,0,4,2,3,44,2,7,2018-01-15
"778",778,2018,1,"AISP 03 - Bonfim ",7,0,0,9,1,8,24,17,10,2018-01-15
"779",779,2018,1,"AISP 04 - São Caetano ",6,0,0,1,6,15,58,8,9,2018-01-15
"780",780,2018,1,"AISP 05 - Periperi ",15,0,1,6,8,19,29,9,4,2018-01-15
"781",781,2018,1,"AISP 08 - CIA ",6,0,0,0,0,11,8,1,10,2018-01-15
"782",782,2018,1,"AISP 10 - Pau da Lima ",7,0,0,2,9,6,39,14,2,2018-01-15
"783",783,2018,1,"AISP 11 - Tancredo Neves ",20,0,0,3,4,29,58,13,24,2018-01-15
"784",784,2018,1,"AISP 13 - Cajazeiras ",7,0,0,0,2,7,26,2,0,2018-01-15
"785",785,2018,2,"AISP 06 - Brotas ",6,0,1,5,2,12,22,11,7,2018-02-15
"786",786,2018,2,"AISP 07 - Rio Vermelho ",2,0,0,0,0,10,15,14,18,2018-02-15
"787",787,2018,2,"AISP 09 - Boca do Rio ",1,0,0,0,2,9,32,9,12,2018-02-15
"788",788,2018,2,"AISP 12 - Itapuã ",9,0,0,2,4,11,34,18,9,2018-02-15
"789",789,2018,2,"AISP 14 - Barra ",1,0,0,0,1,0,3,3,18,2018-02-15
"790",790,2018,2,"AISP 15 - Nordeste ",2,0,0,2,0,4,1,0,4,2018-02-15
"791",791,2018,2,"AISP 16 - Pituba ",0,0,0,0,1,7,17,9,9,2018-02-15
"792",792,2018,2,"AISP 01 - Barris ",2,0,0,4,4,7,17,6,13,2018-02-15
"793",793,2018,2,"AISP 02 - Liberdade ",12,0,0,1,2,14,48,6,2,2018-02-15
"794",794,2018,2,"AISP 03 - Bonfim ",8,0,0,3,8,16,30,11,15,2018-02-15
"795",795,2018,2,"AISP 04 - São Caetano ",6,0,0,0,4,20,46,3,6,2018-02-15
"796",796,2018,2,"AISP 05 - Periperi ",19,1,0,9,3,17,18,7,2,2018-02-15
"797",797,2018,2,"AISP 08 - CIA ",0,0,0,0,0,3,18,1,10,2018-02-15
"798",798,2018,2,"AISP 10 - Pau da Lima ",4,0,0,1,4,10,38,10,3,2018-02-15
"799",799,2018,2,"AISP 11 - Tancredo Neves ",11,0,0,3,5,26,54,9,5,2018-02-15
"800",800,2018,2,"AISP 13 - Cajazeiras ",3,0,0,4,4,5,33,5,10,2018-02-15
"801",801,2018,3,"AISP 06 - Brotas ",2,0,0,1,2,10,30,8,5,2018-03-15
"802",802,2018,3,"AISP 07 - Rio Vermelho ",0,0,0,2,3,7,22,4,14,2018-03-15
"803",803,2018,3,"AISP 09 - Boca do Rio ",5,0,0,0,3,9,53,7,8,2018-03-15
"804",804,2018,3,"AISP 12 - Itapuã ",15,0,1,1,8,7,62,16,12,2018-03-15
"805",805,2018,3,"AISP 14 - Barra ",0,0,0,0,1,2,2,1,3,2018-03-15
"806",806,2018,3,"AISP 15 - Nordeste ",2,0,0,0,2,0,2,2,11,2018-03-15
"807",807,2018,3,"AISP 16 - Pituba ",0,0,0,0,0,7,24,5,6,2018-03-15
"808",808,2018,3,"AISP 01 - Barris ",1,0,0,0,1,5,23,4,36,2018-03-15
"809",809,2018,3,"AISP 02 - Liberdade ",13,0,0,7,1,4,41,8,3,2018-03-15
"810",810,2018,3,"AISP 03 - Bonfim ",9,0,0,5,3,9,24,14,1,2018-03-15
"811",811,2018,3,"AISP 04 - São Caetano ",6,0,0,1,6,24,51,5,3,2018-03-15
"812",812,2018,3,"AISP 05 - Periperi ",10,0,0,4,7,25,34,8,8,2018-03-15
"813",813,2018,3,"AISP 08 - CIA ",4,0,0,1,2,1,14,1,8,2018-03-15
"814",814,2018,3,"AISP 10 - Pau da Lima ",9,0,0,0,3,9,47,8,2,2018-03-15
"815",815,2018,3,"AISP 11 - Tancredo Neves ",6,1,0,1,6,25,57,9,6,2018-03-15
"816",816,2018,3,"AISP 13 - Cajazeiras ",7,0,0,2,1,22,45,8,3,2018-03-15
"817",817,2018,4,"AISP 06 - Brotas ",4,0,0,1,3,13,42,14,5,2018-04-15
"818",818,2018,4,"AISP 07 - Rio Vermelho ",1,0,0,0,2,11,18,6,15,2018-04-15
"819",819,2018,4,"AISP 09 - Boca do Rio ",5,0,0,2,3,5,45,5,7,2018-04-15
"820",820,2018,4,"AISP 12 - Itapuã ",7,0,0,2,2,15,66,13,9,2018-04-15
"821",821,2018,4,"AISP 14 - Barra ",1,0,0,1,0,0,5,0,6,2018-04-15
"822",822,2018,4,"AISP 15 - Nordeste ",6,0,0,0,1,4,1,0,0,2018-04-15
"823",823,2018,4,"AISP 16 - Pituba ",1,0,0,3,1,2,16,3,9,2018-04-15
"824",824,2018,4,"AISP 01 - Barris ",3,0,0,0,0,5,19,6,26,2018-04-15
"825",825,2018,4,"AISP 02 - Liberdade ",12,0,0,4,3,11,58,3,5,2018-04-15
"826",826,2018,4,"AISP 03 - Bonfim ",7,0,0,1,3,15,31,14,13,2018-04-15
"827",827,2018,4,"AISP 04 - São Caetano ",11,0,0,1,3,24,49,8,3,2018-04-15
"828",828,2018,4,"AISP 05 - Periperi ",21,0,0,4,10,18,40,9,9,2018-04-15
"829",829,2018,4,"AISP 08 - CIA ",1,0,0,1,0,8,12,0,9,2018-04-15
"830",830,2018,4,"AISP 10 - Pau da Lima ",9,0,0,1,3,5,47,12,1,2018-04-15
"831",831,2018,4,"AISP 11 - Tancredo Neves ",16,0,0,3,2,18,52,21,12,2018-04-15
"832",832,2018,4,"AISP 13 - Cajazeiras ",3,0,0,0,1,10,34,4,4,2018-04-15
"833",833,2018,5,"AISP 06 - Brotas ",1,0,0,0,3,9,26,13,3,2018-05-15
"834",834,2018,5,"AISP 07 - Rio Vermelho ",0,0,0,0,1,10,19,5,10,2018-05-15
"835",835,2018,5,"AISP 09 - Boca do Rio ",2,0,0,1,1,2,46,7,3,2018-05-15
"836",836,2018,5,"AISP 12 - Itapuã ",10,0,0,0,6,15,64,13,5,2018-05-15
"837",837,2018,5,"AISP 14 - Barra ",0,0,0,3,0,4,1,1,2,2018-05-15
"838",838,2018,5,"AISP 15 - Nordeste ",1,0,0,0,0,2,1,0,5,2018-05-15
"839",839,2018,5,"AISP 16 - Pituba ",1,0,0,0,0,2,26,9,7,2018-05-15
"840",840,2018,5,"AISP 01 - Barris ",1,0,0,0,0,21,12,6,28,2018-05-15
"841",841,2018,5,"AISP 02 - Liberdade ",4,0,0,5,3,6,46,9,5,2018-05-15
"842",842,2018,5,"AISP 03 - Bonfim ",11,0,1,7,4,12,32,10,6,2018-05-15
"843",843,2018,5,"AISP 04 - São Caetano ",15,0,0,0,4,26,46,3,4,2018-05-15
"844",844,2018,5,"AISP 05 - Periperi ",20,0,1,4,3,28,30,7,3,2018-05-15
"845",845,2018,5,"AISP 08 - CIA ",4,0,0,1,1,1,7,0,9,2018-05-15
"846",846,2018,5,"AISP 10 - Pau da Lima ",12,0,0,1,3,1,46,9,3,2018-05-15
"847",847,2018,5,"AISP 11 - Tancredo Neves ",15,1,0,3,5,23,71,14,13,2018-05-15
"848",848,2018,5,"AISP 13 - Cajazeiras ",2,0,0,1,3,5,23,3,3,2018-05-15
"849",849,2018,6,"AISP 06 - Brotas ",8,0,0,1,1,15,25,8,12,2018-06-15
"850",850,2018,6,"AISP 07 - Rio Vermelho ",1,0,0,2,0,6,19,5,7,2018-06-15
"851",851,2018,6,"AISP 09 - Boca do Rio ",3,0,0,1,0,0,51,4,5,2018-06-15
"852",852,2018,6,"AISP 12 - Itapuã ",10,0,1,0,2,14,68,9,5,2018-06-15
"853",853,2018,6,"AISP 14 - Barra ",0,0,0,2,0,1,3,1,4,2018-06-15
"854",854,2018,6,"AISP 15 - Nordeste ",6,0,0,4,0,1,1,1,3,2018-06-15
"855",855,2018,6,"AISP 16 - Pituba ",0,1,0,1,0,12,26,4,7,2018-06-15
"856",856,2018,6,"AISP 01 - Barris ",0,0,0,1,2,12,14,6,23,2018-06-15
"857",857,2018,6,"AISP 02 - Liberdade ",10,0,0,5,1,2,41,10,1,2018-06-15
"858",858,2018,6,"AISP 03 - Bonfim ",5,0,0,1,0,22,38,22,8,2018-06-15
"859",859,2018,6,"AISP 04 - São Caetano ",14,0,0,1,3,25,37,8,2,2018-06-15
"860",860,2018,6,"AISP 05 - Periperi ",17,0,1,4,8,30,30,9,7,2018-06-15
"861",861,2018,6,"AISP 08 - CIA ",5,0,0,0,0,2,8,0,10,2018-06-15
"862",862,2018,6,"AISP 10 - Pau da Lima ",9,0,0,0,8,12,34,14,3,2018-06-15
"863",863,2018,6,"AISP 11 - Tancredo Neves ",11,0,0,2,4,13,61,11,17,2018-06-15
"864",864,2018,6,"AISP 13 - Cajazeiras ",6,0,0,2,2,9,38,2,4,2018-06-15
"865",865,2018,7,"AISP 06 - Brotas ",3,0,0,1,4,8,34,12,12,2018-07-15
"866",866,2018,7,"AISP 07 - Rio Vermelho ",4,0,0,1,4,4,19,3,23,2018-07-15
"867",867,2018,7,"AISP 09 - Boca do Rio ",3,0,0,2,0,13,33,4,9,2018-07-15
"868",868,2018,7,"AISP 12 - Itapuã ",12,0,0,1,5,7,55,16,8,2018-07-15
"869",869,2018,7,"AISP 14 - Barra ",0,0,0,1,0,1,3,0,5,2018-07-15
"870",870,2018,7,"AISP 15 - Nordeste ",1,0,0,0,0,0,2,1,1,2018-07-15
"871",871,2018,7,"AISP 16 - Pituba ",0,0,0,0,1,11,15,2,6,2018-07-15
"872",872,2018,7,"AISP 01 - Barris ",0,0,0,0,4,11,17,4,18,2018-07-15
"873",873,2018,7,"AISP 02 - Liberdade ",4,0,0,1,3,2,44,8,1,2018-07-15
"874",874,2018,7,"AISP 03 - Bonfim ",4,0,0,2,0,24,27,21,6,2018-07-15
"875",875,2018,7,"AISP 04 - São Caetano ",6,0,0,0,2,10,52,14,6,2018-07-15
"876",876,2018,7,"AISP 05 - Periperi ",20,0,0,8,11,29,28,6,4,2018-07-15
"877",877,2018,7,"AISP 08 - CIA ",3,0,1,1,1,2,10,1,7,2018-07-15
"878",878,2018,7,"AISP 10 - Pau da Lima ",10,0,0,3,3,6,33,8,1,2018-07-15
"879",879,2018,7,"AISP 11 - Tancredo Neves ",10,0,0,0,1,21,72,13,12,2018-07-15
"880",880,2018,7,"AISP 13 - Cajazeiras ",5,0,0,6,0,9,32,3,5,2018-07-15
"881",881,2018,8,"AISP 06 - Brotas ",5,0,1,0,3,9,27,11,8,2018-08-15
"882",882,2018,8,"AISP 07 - Rio Vermelho ",1,0,0,1,2,10,11,5,26,2018-08-15
"883",883,2018,8,"AISP 09 - Boca do Rio ",0,1,0,2,1,6,35,6,16,2018-08-15
"884",884,2018,8,"AISP 12 - Itapuã ",8,0,1,2,5,16,59,10,1,2018-08-15
"885",885,2018,8,"AISP 14 - Barra ",0,0,0,0,0,2,9,2,6,2018-08-15
"886",886,2018,8,"AISP 15 - Nordeste ",0,0,0,0,1,0,1,1,5,2018-08-15
"887",887,2018,8,"AISP 16 - Pituba ",0,0,0,1,0,16,23,4,4,2018-08-15
"888",888,2018,8,"AISP 01 - Barris ",1,0,0,0,1,3,15,13,34,2018-08-15
"889",889,2018,8,"AISP 02 - Liberdade ",10,0,0,0,0,4,30,13,4,2018-08-15
"890",890,2018,8,"AISP 03 - Bonfim ",7,0,0,6,1,17,28,19,10,2018-08-15
"891",891,2018,8,"AISP 04 - São Caetano ",11,0,0,1,3,20,41,2,5,2018-08-15
"892",892,2018,8,"AISP 05 - Periperi ",12,0,1,3,2,18,25,6,4,2018-08-15
"893",893,2018,8,"AISP 08 - CIA ",4,0,0,1,0,2,5,0,16,2018-08-15
"894",894,2018,8,"AISP 10 - Pau da Lima ",10,0,0,6,5,8,40,13,6,2018-08-15
"895",895,2018,8,"AISP 11 - Tancredo Neves ",5,0,0,0,7,23,47,22,13,2018-08-15
"896",896,2018,8,"AISP 13 - Cajazeiras ",4,0,0,1,2,13,39,3,5,2018-08-15
"897",897,2018,9,"AISP 06 - Brotas ",2,0,0,1,0,7,34,5,8,2018-09-15
"898",898,2018,9,"AISP 07 - Rio Vermelho ",2,0,1,0,0,0,10,3,12,2018-09-15
"899",899,2018,9,"AISP 09 - Boca do Rio ",2,0,0,1,0,9,43,2,7,2018-09-15
"900",900,2018,9,"AISP 12 - Itapuã ",12,0,0,1,0,12,61,15,7,2018-09-15
"901",901,2018,9,"AISP 14 - Barra ",0,0,0,0,1,1,6,2,3,2018-09-15
"902",902,2018,9,"AISP 15 - Nordeste ",4,0,0,0,0,1,0,0,3,2018-09-15
"903",903,2018,9,"AISP 16 - Pituba ",1,0,0,1,0,13,20,3,12,2018-09-15
"904",904,2018,9,"AISP 01 - Barris ",4,0,0,0,2,7,16,6,28,2018-09-15
"905",905,2018,9,"AISP 02 - Liberdade ",6,0,0,1,0,2,26,5,5,2018-09-15
"906",906,2018,9,"AISP 03 - Bonfim ",8,0,0,6,1,26,22,17,10,2018-09-15
"907",907,2018,9,"AISP 04 - São Caetano ",12,0,0,2,1,11,29,7,5,2018-09-15
"908",908,2018,9,"AISP 05 - Periperi ",8,0,0,4,4,29,25,5,12,2018-09-15
"909",909,2018,9,"AISP 08 - CIA ",3,0,1,2,0,4,8,0,18,2018-09-15
"910",910,2018,9,"AISP 10 - Pau da Lima ",10,0,0,1,0,6,33,15,3,2018-09-15
"911",911,2018,9,"AISP 11 - Tancredo Neves ",14,0,0,0,2,32,58,19,7,2018-09-15
"912",912,2018,9,"AISP 13 - Cajazeiras ",9,0,0,1,0,6,29,1,2,2018-09-15
"913",913,2018,10,"AISP 06 - Brotas ",1,1,0,1,1,25,22,9,4,2018-10-15
"914",914,2018,10,"AISP 07 - Rio Vermelho ",3,0,0,0,0,4,7,7,12,2018-10-15
"915",915,2018,10,"AISP 09 - Boca do Rio ",1,0,0,0,0,13,48,3,4,2018-10-15
"916",916,2018,10,"AISP 12 - Itapuã ",13,0,0,1,1,21,63,14,8,2018-10-15
"917",917,2018,10,"AISP 14 - Barra ",0,0,0,2,1,3,4,1,4,2018-10-15
"918",918,2018,10,"AISP 15 - Nordeste ",0,0,0,0,0,1,1,0,7,2018-10-15
"919",919,2018,10,"AISP 16 - Pituba ",0,0,0,0,2,19,25,5,8,2018-10-15
"920",920,2018,10,"AISP 01 - Barris ",6,0,0,3,0,4,8,6,20,2018-10-15
"921",921,2018,10,"AISP 02 - Liberdade ",3,1,0,2,2,4,40,5,5,2018-10-15
"922",922,2018,10,"AISP 03 - Bonfim ",3,0,0,2,0,18,23,21,4,2018-10-15
"923",923,2018,10,"AISP 04 - São Caetano ",20,0,1,3,0,20,36,8,10,2018-10-15
"924",924,2018,10,"AISP 05 - Periperi ",14,0,0,3,3,23,35,5,5,2018-10-15
"925",925,2018,10,"AISP 08 - CIA ",2,0,0,2,1,2,10,3,11,2018-10-15
"926",926,2018,10,"AISP 10 - Pau da Lima ",12,1,0,0,0,3,37,13,5,2018-10-15
"927",927,2018,10,"AISP 11 - Tancredo Neves ",10,0,0,5,0,25,67,18,9,2018-10-15
"928",928,2018,10,"AISP 13 - Cajazeiras ",3,1,0,1,2,5,25,5,1,2018-10-15
"929",929,2018,11,"AISP 06 - Brotas ",2,0,0,2,1,16,16,6,3,2018-11-15
"930",930,2018,11,"AISP 07 - Rio Vermelho ",1,0,0,0,0,8,11,2,3,2018-11-15
"931",931,2018,11,"AISP 09 - Boca do Rio ",2,0,0,0,0,6,35,6,10,2018-11-15
"932",932,2018,11,"AISP 12 - Itapuã ",8,0,0,3,1,24,31,22,7,2018-11-15
"933",933,2018,11,"AISP 14 - Barra ",1,0,0,0,0,2,4,4,1,2018-11-15
"934",934,2018,11,"AISP 15 - Nordeste ",1,0,0,0,0,1,1,0,4,2018-11-15
"935",935,2018,11,"AISP 16 - Pituba ",0,0,0,0,0,16,18,1,12,2018-11-15
"936",936,2018,11,"AISP 01 - Barris ",4,0,1,0,1,16,15,5,3,2018-11-15
"937",937,2018,11,"AISP 02 - Liberdade ",5,0,0,3,0,4,35,13,0,2018-11-15
"938",938,2018,11,"AISP 03 - Bonfim ",3,0,0,2,0,21,8,16,8,2018-11-15
"939",939,2018,11,"AISP 04 - São Caetano ",8,0,0,2,0,26,30,7,1,2018-11-15
"940",940,2018,11,"AISP 05 - Periperi ",11,0,0,2,1,18,36,10,2,2018-11-15
"941",941,2018,11,"AISP 08 - CIA ",5,0,0,4,0,1,3,0,10,2018-11-15
"942",942,2018,11,"AISP 10 - Pau da Lima ",11,0,0,1,0,8,26,13,1,2018-11-15
"943",943,2018,11,"AISP 11 - Tancredo Neves ",8,0,0,2,2,17,45,11,13,2018-11-15
"944",944,2018,11,"AISP 13 - Cajazeiras ",10,0,0,2,1,6,24,1,3,2018-11-15
"945",945,2018,12,"AISP 06 - Brotas ",1,0,0,0,0,10,24,14,7,2018-12-15
"946",946,2018,12,"AISP 07 - Rio Vermelho ",2,0,0,1,1,8,9,7,11,2018-12-15
"947",947,2018,12,"AISP 09 - Boca do Rio ",4,0,0,7,2,3,29,5,13,2018-12-15
"948",948,2018,12,"AISP 12 - Itapuã ",12,0,1,1,1,18,31,16,7,2018-12-15
"949",949,2018,12,"AISP 14 - Barra ",0,0,0,0,0,4,1,0,3,2018-12-15
"950",950,2018,12,"AISP 15 - Nordeste ",1,0,0,0,0,4,2,0,5,2018-12-15
"951",951,2018,12,"AISP 16 - Pituba ",0,0,0,1,0,18,16,6,15,2018-12-15
"952",952,2018,12,"AISP 01 - Barris ",1,1,0,1,0,11,13,6,19,2018-12-15
"953",953,2018,12,"AISP 02 - Liberdade ",9,0,0,0,0,5,30,12,4,2018-12-15
"954",954,2018,12,"AISP 03 - Bonfim ",10,0,0,4,0,11,7,10,10,2018-12-15
"955",955,2018,12,"AISP 04 - São Caetano ",9,1,0,1,1,30,24,4,8,2018-12-15
"956",956,2018,12,"AISP 05 - Periperi ",21,0,0,7,2,20,42,6,3,2018-12-15
"957",957,2018,12,"AISP 08 - CIA ",4,0,0,1,0,0,4,4,14,2018-12-15
"958",958,2018,12,"AISP 10 - Pau da Lima ",5,0,0,4,1,4,33,6,1,2018-12-15
"959",959,2018,12,"AISP 11 - Tancredo Neves ",11,0,0,0,1,28,31,14,3,2018-12-15
"960",960,2018,12,"AISP 13 - Cajazeiras ",8,0,0,0,0,5,22,8,1,2018-12-15
"961",961,2019,1,"AISP 06 - Brotas ",1,0,0,0,1,17,21,1,9,2019-01-15
"962",962,2019,1,"AISP 07 - Rio Vermelho ",0,0,0,2,1,7,20,5,13,2019-01-15
"963",963,2019,1,"AISP 09 - Boca do Rio ",5,0,0,3,9,5,54,10,5,2019-01-15
"964",964,2019,1,"AISP 12 - Itapuã ",12,0,0,0,5,17,58,26,19,2019-01-15
"965",965,2019,1,"AISP 14 - Barra ",0,0,0,0,0,2,1,0,1,2019-01-15
"966",966,2019,1,"AISP 15 - Nordeste ",3,0,0,0,0,4,1,1,6,2019-01-15
"967",967,2019,1,"AISP 16 - Pituba ",0,0,0,1,2,13,10,1,16,2019-01-15
"968",968,2019,1,"AISP 01 - Barris ",3,0,0,0,0,17,17,10,24,2019-01-15
"969",969,2019,1,"AISP 02 - Liberdade ",11,0,0,1,3,8,33,18,1,2019-01-15
"970",970,2019,1,"AISP 03 - Bonfim ",2,0,1,1,2,8,20,21,19,2019-01-15
"971",971,2019,1,"AISP 04 - São Caetano ",8,0,0,1,9,22,29,4,3,2019-01-15
"972",972,2019,1,"AISP 05 - Periperi ",16,0,0,13,7,13,19,12,20,2019-01-15
"973",973,2019,1,"AISP 08 - CIA ",3,0,0,1,2,1,3,0,23,2019-01-15
"974",974,2019,1,"AISP 10 - Pau da Lima ",7,0,0,1,4,5,37,6,4,2019-01-15
"975",975,2019,1,"AISP 11 - Tancredo Neves ",10,0,0,0,6,40,39,9,9,2019-01-15
"976",976,2019,1,"AISP 13 - Cajazeiras ",4,0,0,2,1,11,19,4,0,2019-01-15
"977",977,2019,2,"AISP 06 - Brotas ",2,0,0,1,0,6,23,7,12,2019-02-15
"978",978,2019,2,"AISP 07 - Rio Vermelho ",2,0,0,3,0,10,9,3,13,2019-02-15
"979",979,2019,2,"AISP 09 - Boca do Rio ",3,0,1,1,1,1,35,1,2,2019-02-15
"980",980,2019,2,"AISP 12 - Itapuã ",5,0,2,0,9,11,51,11,11,2019-02-15
"981",981,2019,2,"AISP 14 - Barra ",0,0,0,0,1,2,2,3,7,2019-02-15
"982",982,2019,2,"AISP 15 - Nordeste ",1,0,0,1,0,1,2,0,7,2019-02-15
"983",983,2019,2,"AISP 16 - Pituba ",0,0,0,0,1,8,11,1,8,2019-02-15
"984",984,2019,2,"AISP 01 - Barris ",1,0,0,0,1,5,9,7,19,2019-02-15
"985",985,2019,2,"AISP 02 - Liberdade ",4,0,0,0,3,8,25,14,4,2019-02-15
"986",986,2019,2,"AISP 03 - Bonfim ",12,0,0,5,1,12,25,6,4,2019-02-15
"987",987,2019,2,"AISP 04 - São Caetano ",9,0,0,6,1,15,37,8,2,2019-02-15
"988",988,2019,2,"AISP 05 - Periperi ",17,0,0,6,6,11,33,7,10,2019-02-15
"989",989,2019,2,"AISP 08 - CIA ",3,0,0,1,0,1,7,1,9,2019-02-15
"990",990,2019,2,"AISP 10 - Pau da Lima ",5,0,0,0,1,4,31,13,2,2019-02-15
"991",991,2019,2,"AISP 11 - Tancredo Neves ",6,0,1,0,4,25,52,16,8,2019-02-15
"992",992,2019,2,"AISP 13 - Cajazeiras ",1,0,0,1,2,9,27,6,2,2019-02-15
"993",993,2019,3,"AISP 06 - Brotas ",2,1,0,0,1,16,33,4,9,2019-03-15
"994",994,2019,3,"AISP 07 - Rio Vermelho ",0,0,0,1,0,5,9,6,16,2019-03-15
"995",995,2019,3,"AISP 09 - Boca do Rio ",1,0,0,3,2,7,31,2,7,2019-03-15
"996",996,2019,3,"AISP 12 - Itapuã ",7,0,0,2,1,8,51,13,18,2019-03-15
"997",997,2019,3,"AISP 14 - Barra ",0,0,0,0,2,1,2,6,8,2019-03-15
"998",998,2019,3,"AISP 15 - Nordeste ",0,0,0,3,0,6,0,0,7,2019-03-15
"999",999,2019,3,"AISP 16 - Pituba ",1,0,0,0,0,4,12,5,15,2019-03-15
"1000",1000,2019,3,"AISP 01 - Barris ",3,0,0,4,0,10,8,6,25,2019-03-15
"1001",1001,2019,3,"AISP 02 - Liberdade ",5,0,0,1,2,11,42,18,5,2019-03-15
